figure_label,segment_label,direction,selected_candidate,selected_source,plotted_method,time,segment_time_s,truth_s_m,pred_s_m,error_m
9_seg01,BMAW15230010L_9_seg01,backward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:22:08,1948.0,77.229980854263,17.0,-60.229980854263005
9_seg01,BMAW15230010L_9_seg01,backward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:22:16,1956.0,80.46351034886268,17.0,-63.46351034886269
9_seg01,BMAW15230010L_9_seg01,backward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:22:28,1968.0,85.71096230835134,15.5,-70.21096230835134
9_seg01,BMAW15230010L_9_seg01,backward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:22:40,1980.0,86.60358266594505,15.5,-71.10358266594505
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:22:40,0.0,87.4962030220999,56.0,-31.496203022099905
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:22:44,4.0,88.6175051285895,56.5,-32.1175051285895
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:22:52,12.0,92.41721233848328,58.5,-33.91721233848327
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:22:56,16.0,94.53777275703142,60.0,-34.53777275703142
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:23:00,20.0,96.21365522570493,63.0,-33.21365522570491
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:23:08,28.0,99.7985095598874,72.5,-27.298509559887407
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:23:12,32.0,101.80911243811734,78.5,-23.30911243811734
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:23:16,36.0,103.71759553359188,84.5,-19.21759553359189
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:23:24,44.0,107.64419432430974,90.5,-17.144194324309737
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:23:28,48.0,109.65822718305192,93.0,-16.658227183051935
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:23:32,52.0,111.45784080255083,99.0,-12.457840802550834
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:23:40,60.0,115.38460524876297,109.5,-5.884605248762952
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:23:44,64.0,116.9654471132226,109.5,-7.465447113222595
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:23:48,68.0,116.9654471132226,109.5,-7.465447113222595
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:23:52,72.0,116.9654471132226,109.5,-7.465447113222595
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:24:00,80.0,116.9654471132226,109.5,-7.465447113222595
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:24:04,84.0,116.9654471132226,110.5,-6.465447113222595
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:24:08,88.0,116.9654471132226,116.5,-0.465447113222595
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:24:16,96.0,117.30294307778838,117.5,0.1970569222116154
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:24:20,100.0,117.30294307778838,117.5,0.1970569222116154
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:24:24,104.0,117.30294307778838,120.5,3.1970569222116154
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:24:32,112.0,118.65232763836852,130.5,11.847672361631467
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:24:36,116.0,120.2205392193881,132.5,12.2794607806119
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:24:40,120.0,121.79920482325264,135.5,13.700795176747365
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:24:48,128.0,125.51166042813772,139.0,13.488339571862284
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:24:52,132.0,127.4254248173366,143.0,15.574575182663397
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:24:56,136.0,129.22411603075037,143.0,13.775883969249634
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:25:04,144.0,132.82895600916447,143.0,10.171043990835528
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:25:08,148.0,134.74283092643168,143.0,8.25716907356832
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:25:12,152.0,136.6607351161419,145.5,8.839264883858107
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:25:20,160.0,140.9497671966287,147.5,6.550232803371301
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:25:24,164.0,142.86592876454802,147.5,4.634071235451984
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:25:28,168.0,145.01197067427853,148.0,2.9880293257214703
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:25:36,176.0,149.0828302941424,149.5,0.4171697058575887
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:25:40,180.0,151.11766080854966,152.5,1.3823391914503418
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:25:44,184.0,153.0350209660847,157.5,4.464979033915313
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:25:48,188.0,155.18111828185695,157.5,2.3188817181430466
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:25:56,196.0,159.81810020914077,158.0,-1.8181002091407663
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:26:00,200.0,160.04678195710883,158.0,-2.046781957108834
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:26:04,204.0,160.04678195710883,158.0,-2.046781957108834
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:26:12,212.0,160.04678195710883,158.0,-2.046781957108834
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:26:16,216.0,160.04678195710883,158.0,-2.046781957108834
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:26:20,220.0,160.04678195710883,158.0,-2.046781957108834
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:26:28,228.0,160.04678195710883,158.0,-2.046781957108834
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:26:32,232.0,160.04678195710883,158.0,-2.046781957108834
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:26:36,236.0,160.04678195710883,158.0,-2.046781957108834
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:26:44,244.0,161.05829217973766,165.0,3.941707820262337
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:26:48,248.0,162.87407461369864,165.0,2.125925386301361
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:26:52,252.0,164.57500507528576,169.0,4.424994924714241
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:27:00,260.0,168.18763405198598,169.0,0.8123659480140191
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:27:04,264.0,169.5519355524086,169.5,-0.0519355524085938
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:27:08,268.0,171.3588492704274,169.5,-1.858849270427413
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:27:16,276.0,174.64862303654047,174.5,-0.1486230365404708
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:27:20,280.0,176.2348565753304,175.5,-0.7348565753304115
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:27:24,284.0,177.93578703834106,181.0,3.064212961658938
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:27:32,292.0,180.7683078323455,184.5,3.7316921676545007
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:27:36,296.0,182.5740229607765,187.5,4.925977039223511
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:27:40,300.0,184.3924236359205,193.0,8.607576364079506
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:27:44,304.0,186.0915008098958,196.5,10.408499190104209
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:27:52,312.0,189.7167048069934,205.5,15.783295193006609
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:27:56,316.0,191.5356495152213,209.0,17.464350484778663
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:28:00,320.0,193.5711345870882,212.0,18.42886541291179
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:28:08,328.0,197.3172941831628,222.5,25.1827058168372
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:28:12,332.0,198.78660154156336,225.0,26.213398458436643
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:28:16,336.0,200.71544865807925,225.0,24.284551341920743
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:28:24,344.0,204.3418511168897,225.0,20.6581488831103
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:28:28,348.0,206.4954611026808,228.0,21.504538897319208
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:28:32,352.0,208.4226759924727,231.5,23.07732400752729
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:28:40,360.0,212.38591998577647,233.5,21.11408001422353
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:28:44,364.0,214.5418166245585,233.5,18.95818337544148
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:28:48,368.0,216.92279895987485,233.5,16.577201040125146
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:28:56,376.0,221.3470025080653,233.5,12.152997491934713
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:29:00,380.0,223.50229985101737,236.0,12.49770014898263
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:29:04,384.0,225.7676100005997,236.0,10.232389999400311
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:29:12,392.0,230.52571345593853,237.5,6.974286544061471
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:29:16,396.0,232.9102918458888,243.5,10.589708154111207
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:29:20,400.0,235.0672765479796,245.5,10.432723452020412
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:29:28,408.0,240.2816554410016,250.0,9.71834455899841
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:29:32,412.0,242.3176845450246,254.5,12.182315454975395
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:29:36,416.0,244.92980135649253,256.0,11.070198643507467
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:29:40,420.0,247.1956555378117,256.0,8.804344462188311
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:29:48,428.0,252.1824407448298,260.0,7.8175592551702096
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:29:52,432.0,254.6758333471556,260.0,5.32416665284444
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:29:56,436.0,257.3968196340742,260.0,2.603180365925823
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:30:04,444.0,262.84205640462585,264.0,1.1579435953741497
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:30:08,448.0,265.79118028194694,264.0,-1.7911802819469358
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:30:12,452.0,268.6215248170992,264.0,-4.621524817099157
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:30:20,460.0,274.0678497807613,264.0,-10.06784978076132
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:30:24,464.0,277.1263320322458,268.5,-8.626332032245784
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:30:28,468.0,279.5051382520646,274.5,-5.005138252064626
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:30:36,476.0,284.2701019446213,285.0,0.729898055378726
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:30:40,480.0,286.9944629497616,290.0,3.005537050238445
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:30:44,484.0,288.0157175086294,291.5,3.4842824913706067
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:30:52,492.0,288.0157175086294,291.5,3.4842824913706067
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:30:56,496.0,288.0157175086294,291.5,3.4842824913706067
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:31:00,500.0,288.0157175086294,291.5,3.4842824913706067
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:31:08,508.0,288.0157175086294,291.5,3.4842824913706067
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:31:12,512.0,289.3767546853764,293.5,4.1232453146236026
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:31:16,516.0,291.41398237901507,299.0,7.586017620984933
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:31:24,524.0,295.7245770668692,310.0,14.275422933130812
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:31:28,528.0,297.75957324134004,311.0,13.240426758659964
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:31:32,532.0,299.80768859720445,311.0,11.192311402795552
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:31:36,536.0,301.8443169960352,317.0,15.155683003964782
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:31:44,544.0,302.52976294893705,327.0,24.470237051062952
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:31:48,548.0,302.52976294893705,333.0,30.470237051062952
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:31:52,552.0,304.4569778401678,339.0,34.54302215983222
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:32:00,560.0,309.2163352924196,351.0,41.78366470758044
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:32:04,564.0,311.2621637227467,351.0,39.73783627725328
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:32:08,568.0,311.3693457098788,351.0,39.63065429012124
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:32:16,576.0,315.68277121579223,358.0,42.31722878420777
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:32:20,580.0,318.17845047255184,360.0,41.82154952744816
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:32:24,584.0,320.7905120208595,360.0,39.20948797914048
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:32:32,592.0,325.8948781091256,366.0,40.10512189087444
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:32:36,596.0,328.38946930106704,372.0,43.61053069893296
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:32:40,600.0,331.3379387496139,372.0,40.6620612503861
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:32:48,608.0,336.6755598937132,379.0,42.32444010628677
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:32:52,612.0,339.05785162879846,382.0,42.94214837120154
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:32:56,616.0,341.4447166704136,384.5,43.055283329586416
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:33:04,624.0,345.9868239243368,386.0,40.01317607566318
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:33:08,628.0,348.14108833968925,391.0,42.85891166031075
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:33:12,632.0,350.6466223258517,391.0,40.35337767414831
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:33:20,640.0,354.9584708687336,400.0,45.04152913126643
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:33:24,644.0,357.45997543865553,404.5,47.04002456134447
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:33:28,648.0,359.7264843179635,405.0,45.27351568203648
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:33:32,652.0,362.001160429863,408.0,45.99883957013702
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:33:40,660.0,367.1199545544548,416.5,49.38004544554519
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:33:44,664.0,369.73212662908304,420.0,50.26787337091696
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:33:48,668.0,372.23766061708255,424.0,51.762339382917446
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:33:56,676.0,377.0144404621256,431.5,54.48555953787445
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:34:00,680.0,379.5223166393428,431.5,51.97768336065718
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:34:04,684.0,382.13677536789896,437.5,55.36322463210104
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:34:12,692.0,387.0332570888953,438.5,51.46674291110469
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:34:16,696.0,389.64891454902255,444.5,54.85108545097745
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:34:20,700.0,392.1522724074698,450.5,58.34772759253019
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:34:28,708.0,397.50840428213576,460.0,62.49159571786424
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:34:32,712.0,400.4731550579845,465.5,65.02684494201549
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:34:36,716.0,403.4344204497636,467.5,64.06557955023641
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:34:44,724.0,410.2739648819149,469.0,58.726035118085065
9_seg02,BMAW15230010L_9_seg02,forward,TotalHP_vmax1.4_uniform,total,TotalHP_vmax1.4_uniform,2026-05-13 15:34:48,728.0,413.69090628355366,469.0,55.30909371644634
